"No.","Time","Source","Destination","Protocol","Length","Info"
"14482","370.924568","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14483","370.926233","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14484","370.926233","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14485","370.926617","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14486","370.926617","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14487","370.929162","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14488","370.929162","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14489","370.929285","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14490","370.929994","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14491","370.929994","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14492","370.931613","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14493","370.931613","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14494","370.931882","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14495","370.931882","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14496","370.934675","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14497","370.934675","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14498","370.934675","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14499","370.934959","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14500","370.934959","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14501","370.934959","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14502","370.935046","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14503","370.936505","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14504","370.936505","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14505","370.936861","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14506","370.936861","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14507","370.939376","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14508","370.939604","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14509","370.939604","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14510","370.940463","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14511","370.940572","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14512","370.940802","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14513","370.940802","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14514","370.943892","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14515","370.943892","34.117.138.150","192.168.0.6","QUIC","86","Protected Payload (KP0)"
"14516","370.944102","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14517","370.944102","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14518","370.947452","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14519","370.947653","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14520","370.948015","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14521","370.948133","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14522","370.948133","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14523","370.948215","192.168.0.6","34.117.138.150","QUIC","74","Protected Payload (KP0), DCID=f9094353cd755c25"
"14524","370.948832","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14525","370.948832","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14526","370.949161","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14527","370.949161","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14528","370.950922","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14529","370.951147","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14530","370.951147","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14531","370.952711","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14532","370.952711","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14533","370.952836","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14534","370.953001","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14535","370.953001","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14536","370.954692","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14537","370.954692","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14538","370.955042","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14539","370.955042","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14540","370.957057","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14541","370.957405","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14542","370.957405","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14543","370.958910","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14544","370.959052","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14545","370.959143","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14546","370.959143","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14547","370.961124","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14548","370.961643","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14549","370.961643","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14550","370.963039","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14551","370.963283","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14552","370.963283","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14553","370.966264","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14554","370.966264","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14555","370.966357","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14556","370.966578","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14557","370.966578","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14558","370.966578","142.250.79.138","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"14559","370.967166","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14560","370.967456","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14561","370.967456","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14562","370.968927","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14563","370.969252","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14564","370.969252","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14565","370.974713","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14566","370.974713","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14567","370.974986","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14568","370.975071","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14569","370.975071","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14570","370.975071","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14571","370.975071","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14572","370.975071","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14573","370.975071","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14574","370.975870","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14575","370.975870","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14576","370.976190","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14577","370.976190","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14578","370.976323","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14579","370.977497","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14580","370.978214","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14581","370.978214","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14582","370.982936","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14583","370.982936","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14584","370.983159","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14585","370.983159","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14586","370.983159","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14587","370.983159","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14588","370.983159","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14589","370.983159","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14590","370.983395","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14591","370.983591","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14592","370.983591","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14593","370.984339","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14594","370.984339","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14595","370.985630","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14596","370.985630","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14597","370.986010","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14598","370.986010","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14599","370.986210","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14600","370.988657","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14601","370.988657","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14602","370.988657","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14603","370.989440","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14604","370.989440","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14605","370.990077","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14606","370.990077","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14607","370.997477","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14608","370.997477","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14609","370.997477","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14610","370.997743","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14611","371.005871","13.70.79.200","192.168.0.6","TCP","66","[TCP Keep-Alive ACK] 443  >  57886 [ACK] Seq=6672 Ack=2723 Win=4193792 Len=0 SLE=2722 SRE=2723"
"14612","371.010127","192.168.0.6","34.117.138.150","QUIC","76","Protected Payload (KP0), DCID=f9094353cd755c25"
"14613","371.056668","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14614","371.056967","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14615","371.057218","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14616","371.058751","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14617","371.059697","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14618","371.059697","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14619","371.060531","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14620","371.060903","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14621","371.060903","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14622","371.062915","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14623","371.063042","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14624","371.063161","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14625","371.063161","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14626","371.064770","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14627","371.064770","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14628","371.065192","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14629","371.065192","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14630","371.066786","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14631","371.067058","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14632","371.067058","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14633","371.069204","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14634","371.069204","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14635","371.069372","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14636","371.069463","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14637","371.069463","34.117.138.150","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14638","371.071031","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14639","371.071031","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14640","371.071465","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14641","371.071465","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14642","371.073340","34.117.138.150","192.168.0.6","QUIC","1134","Protected Payload (KP0)"
"14643","371.076654","192.168.0.6","34.117.138.150","QUIC","157","Protected Payload (KP0), DCID=f9094353cd755c25"
"14644","371.116408","34.117.138.150","192.168.0.6","QUIC","72","Protected Payload (KP0)"
"14645","371.133898","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14646","371.203103","13.70.79.200","192.168.0.6","TCP","66","[TCP Keep-Alive ACK] 443  >  57885 [ACK] Seq=6984 Ack=4511 Win=4194816 Len=0 SLE=4510 SRE=4511"
"14647","371.239802","34.117.138.150","192.168.0.6","QUIC","1287","Protected Payload (KP0)"
"14648","371.239802","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14649","371.240148","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14650","371.240148","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14651","371.240436","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14652","371.240436","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14653","371.241094","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14654","371.241094","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14655","371.241094","34.117.138.150","192.168.0.6","QUIC","398","Protected Payload (KP0)"
"14656","371.241094","34.117.138.150","192.168.0.6","QUIC","1286","Protected Payload (KP0)"
"14657","371.241094","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14658","371.241273","192.168.0.6","34.117.138.150","QUIC","78","Protected Payload (KP0), DCID=f9094353cd755c25"
"14659","371.241572","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14660","371.241572","34.117.138.150","192.168.0.6","QUIC","493","Protected Payload (KP0)"
"14661","371.241572","34.117.138.150","192.168.0.6","QUIC","1286","Protected Payload (KP0)"
"14662","371.241572","34.117.138.150","192.168.0.6","QUIC","502","Protected Payload (KP0)"
"14663","371.241572","34.117.138.150","192.168.0.6","QUIC","1286","Protected Payload (KP0)"
"14664","371.242127","34.117.138.150","192.168.0.6","QUIC","1288","Protected Payload (KP0)"
"14665","371.243551","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14666","371.243827","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14667","371.244145","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14668","371.244206","192.168.0.6","34.117.138.150","QUIC","74","Protected Payload (KP0), DCID=f9094353cd755c25"
"14669","371.244255","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14670","371.246026","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14671","371.246026","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14672","371.246447","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14673","371.246854","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14674","371.246962","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14675","371.250084","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14676","371.250084","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14677","371.250393","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14678","371.250393","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14679","371.250393","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14680","371.250504","192.168.0.6","34.117.138.150","QUIC","74","Protected Payload (KP0), DCID=f9094353cd755c25"
"14681","371.250712","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14682","371.250712","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14683","371.251361","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14684","371.251495","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14685","371.251714","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14686","371.253516","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14687","371.253626","34.117.138.150","192.168.0.6","QUIC","514","Protected Payload (KP0)"
"14688","371.254082","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14689","371.254479","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14690","371.254567","192.168.0.6","34.117.138.150","QUIC","74","Protected Payload (KP0), DCID=f9094353cd755c25"
"14691","371.255669","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14692","371.255669","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14693","371.255957","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14694","371.258398","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14695","371.258398","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14696","371.258711","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14697","371.258711","34.117.138.150","192.168.0.6","QUIC","514","Protected Payload (KP0)"
"14698","371.258711","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14699","371.258711","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14700","371.259961","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14701","371.260021","34.117.138.150","192.168.0.6","QUIC","514","Protected Payload (KP0)"
"14702","371.260143","192.168.0.6","34.117.138.150","QUIC","74","Protected Payload (KP0), DCID=f9094353cd755c25"
"14703","371.260426","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14704","371.261077","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14705","371.264114","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14706","371.264114","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14707","371.264552","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14708","371.264552","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14709","371.264552","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14710","371.264552","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14711","371.267038","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14712","371.267038","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14713","371.267107","192.168.0.6","34.117.138.150","QUIC","74","Protected Payload (KP0), DCID=f9094353cd755c25"
"14714","371.267607","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14715","371.267607","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14716","371.267607","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14717","371.267607","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14718","371.267607","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14719","371.267607","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14720","371.268431","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14721","371.268498","34.117.138.150","192.168.0.6","QUIC","514","Protected Payload (KP0)"
"14722","371.268896","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14723","371.268980","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14724","371.269022","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14725","371.270649","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14726","371.270847","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14727","371.271126","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14728","371.271245","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14729","371.273093","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14730","371.273438","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14731","371.273684","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14732","371.274055","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14733","371.275470","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14734","371.275578","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14735","371.275667","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14736","371.276223","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14737","371.276334","34.117.138.150","192.168.0.6","QUIC","510","Protected Payload (KP0)"
"14738","371.277501","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14739","371.277501","34.117.138.150","192.168.0.6","QUIC","79","Protected Payload (KP0)"
"14740","371.277810","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14741","371.278288","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14742","371.278288","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14743","371.279657","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14744","371.279690","34.117.138.150","192.168.0.6","QUIC","514","Protected Payload (KP0)"
"14745","371.279767","192.168.0.6","34.117.138.150","QUIC","75","Protected Payload (KP0), DCID=f9094353cd755c25"
"14746","371.281606","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14747","371.281606","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14748","371.282176","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14749","371.282472","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14750","371.282750","34.117.138.150","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"14751","371.282868","34.117.138.150","192.168.0.6","QUIC","503","Protected Payload (KP0)"
"14752","371.284435","34.117.138.150","192.168.0.6","QUIC","1284","Protected Payload (KP0)"
"14753","371.284507","34.117.138.150","192.168.0.6","QUIC","514","Protected Payload (KP0)"
"14754","371.284726","34.117.138.150","192.168.0.6","QUIC","838","Protected Payload (KP0)"
"14755","371.304807","192.168.0.6","34.117.138.150","QUIC","76","Protected Payload (KP0), DCID=f9094353cd755c25"
"14756","372.391700","192.168.0.6","34.237.73.95","TLSv1.2","295","Application Data"
"14757","372.569582","34.237.73.95","192.168.0.6","TLSv1.2","317","Application Data"
"14758","372.623845","192.168.0.6","34.237.73.95","TCP","54","57046  >  443 [ACK] Seq=6549 Ack=6666 Win=251 Len=0"
"14759","372.719244","192.168.0.6","142.250.79.78","QUIC","1292","Initial, DCID=a6b25ff2f261f967, PKN: 1, CRYPTO, PING, CRYPTO, PING, PADDING, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO"
"14760","372.719358","192.168.0.6","142.250.79.78","QUIC","1292","Initial, DCID=a6b25ff2f261f967, PKN: 2, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO"
"14761","372.720858","192.168.0.6","142.250.79.78","QUIC","123","0-RTT, DCID=a6b25ff2f261f967"
"14762","372.747501","142.250.79.78","192.168.0.6","QUIC","82","Initial, SCID=e6b25ff2f261f967, PKN: 1, ACK"
"14763","372.747966","142.250.79.78","192.168.0.6","QUIC","1292","Initial, SCID=e6b25ff2f261f967, PKN: 2, ACK, PADDING"
"14764","372.769874","142.250.79.78","192.168.0.6","QUIC","1292","Initial, SCID=e6b25ff2f261f967, PKN: 3, CRYPTO, PADDING"
"14765","372.772848","142.250.79.78","192.168.0.6","QUIC","351","Protected Payload (KP0)"
"14766","372.772848","142.250.79.78","192.168.0.6","QUIC","983","Protected Payload (KP0)"
"14767","372.772848","142.250.79.78","192.168.0.6","QUIC","76","Protected Payload (KP0)"
"14768","372.773440","192.168.0.6","142.250.79.78","QUIC","1292","Handshake, DCID=e6b25ff2f261f967"
"14769","372.773593","192.168.0.6","142.250.79.78","QUIC","73","Protected Payload (KP0), DCID=e6b25ff2f261f967"
"14770","372.773582","142.250.79.78","192.168.0.6","QUIC","66","Protected Payload (KP0)"
